-0.131968 -0.129449 0.195707 0.0732559 0.178867 0.245193 0.719758 -1.34792 -0.613509 1.61449 -1.47005 -0.880884 0.974214 1.48599 0.341168 0 0.181336 -0.0472522 0.459386 -0.272621 -0.134403 
-0.325072 0.0234862 0.0133294 -0.296174 0.409696 -1.43909 0.756645 1.28705 -1.30028 1.25151 1.98252 -0.320663 -1.62615 0.625002 1.53881 0 0.415316 -0.589104 0.48636 -0.156611 -0.330418 
0.0193302 0.311766 0.15725 -0.809693 0.158596 1.89595 0.744307 -0.646379 -1.02899 0.292986 -0.0244831 -0.139916 -0.473988 1.32086 1.74936 0 0.159866 -1.16675 0.743255 0.0828228 0.0181813 
-0.338835 -0.971517 1.29979 -0.113874 0.155923 2.02516 0.339088 0.260601 -1.33055 -0.0992164 1.75516 -1.284 -1.72488 0.981726 -1.14982 0 0.14593 0.0412586 0.964878 -0.791744 -0.329195 
0.0856177 -0.731386 1.24874 -0.976073 0.222974 -1.08956 0.899235 -0.340671 -1.08287 0.263161 0.74965 -1.0496 0.186661 0.69866 -1.2286 0 0.22422 -1.24457 1.6799 -0.894056 0.0845882 
-0.336097 -0.611535 1.10009 -0.64908 -0.0010437 -1.43077 1.16763 -1.24776 -0.772971 -1.10833 1.96397 -0.497987 -0.858064 0.864257 1.41657 0 -0.017886 -0.235506 0.264693 -0.189691 -0.319563 
0.12871 -0.413873 0.551896 -0.947031 0.173911 1.55287 0.258508 0.727184 -1.5046 1.55482 1.78627 -0.94357 0.0251094 1.02822 0.565506 0 0.174071 -1.31416 1.17017 -0.665021 0.128629 
0.0937735 -1.09219 2.00444 -0.703252 -0.131133 -0.871663 0.510826 0.34752 -0.141176 -0.419014 0.503814 -0.358896 -0.856109 0.162045 -1.44487 0 -0.130309 -0.711264 1.96742 -1.04716 0.0929818 
0.254836 0.186568 0.132842 -0.144483 0.0070342 0.636115 0.930948 0.545032 -0.80978 -0.838706 -0.22071 -0.613403 -0.94384 1.25875 0.572543 0 -0.00222799 -0.626777 1.01224 -0.210543 0.263888 
0.202096 -0.672918 1.32913 -0.14246 0.227148 -1.54783 0.507938 1.31692 -1.05541 0.458993 -1.27796 -0.936946 -1.22293 0.270696 -1.26349 0 0.227354 -0.320749 1.8658 -1.0313 0.201938 
0.0620483 -0.64647 1.24401 -1.12353 -0.0585157 -0.725127 0.744724 -1.48647 -0.19247 1.67084 -0.95274 -0.607625 0.607765 0.540001 0.516956 0 -0.0585271 -1.11409 1.26106 -0.672957 0.0620572 
0.117289 -0.895812 1.41203 0.0600659 0.0587788 -0.761845 0.310186 -1.66514 -1.31899 0.500404 0.874 -0.598872 0.885126 1.42985 -1.6248 0 0.0586206 -0.00714723 1.6336 -1.05018 0.117399 
-0.0974016 -0.108334 0.837731 -0.777271 0.146402 -0.175133 0.190583 1.90954 -0.420873 -0.88348 -0.382308 -0.988545 0.067046 0.481998 0.109421 0 0.149664 -0.840365 0.938738 -0.146248 -0.100657 
0.0493284 -0.982628 1.16677 0.186678 0.101181 1.25793 -0.137623 -0.894236 -0.721141 -1.62373 0.107878 -0.319207 -1.85476 0.292855 -1.09704 0 0.10147 0.146302 1.35813 -1.13361 0.0490754 
0.211171 -0.434283 0.931734 -0.243586 0.283824 -1.04716 0.638624 2.04443 -1.20767 0.461285 -0.403159 0.270195 1.49381 0.365052 -1.21728 0 0.286689 -0.597839 1.70963 -0.857931 0.208459 
-0.0505046 0.0880075 0.339528 -0.396066 -0.0761611 -1.12235 1.16637 -1.00891 -0.0439587 1.33897 -0.0124593 -0.371166 1.57139 1.50007 0.903173 0 -0.0754129 -0.555733 0.688352 -0.101149 -0.0512522 
