0.126133 -0.139891 0.621473 -0.964712 -0.0119903 1.5708 0.17 0 -0.036 0 1.11507 -0.340588 0.951606 0.708279 -0.827415 0 -0.0124683 -1.12479 0.921667 -0.280009 0.126525 
0.173983 -0.374412 0.955474 -0.911169 -0.114989 1.5708 0.17 0 -0.036 0 1.20662 -0.363528 0.974022 0.713026 -0.880276 0 -0.116023 -0.962699 1.09151 -0.458917 0.174931 
0.136057 -0.675442 1.51578 -0.84816 -0.0301583 1.5708 0.17 0 -0.036 0 1.27608 -0.321446 1.00641 0.675151 -0.854419 0 -0.0365788 -0.928142 1.66123 -0.740912 0.142478 
0.0358346 -0.794354 1.23778 -0.571679 0.200109 1.5708 0.17 0 -0.036 0 1.49323 -0.310716 0.906431 0.768123 -0.72673 0 0.207601 -0.740717 1.59238 -0.979913 0.0284432 
0.135137 -0.940063 0.993436 -0.0623841 0.0239041 1.5708 0.17 0 -0.036 0 1.82272 -0.407512 1.02088 0.917129 -0.83664 0 0.0178524 -0.153874 1.25515 -1.11029 0.141188 
0.203624 -0.683063 0.610745 -0.150167 -0.133858 1.5708 0.17 0 -0.036 0 1.59541 -0.460071 0.766058 0.701589 -0.685407 0 -0.136468 -0.202873 0.771169 -0.790781 0.206138 
0.233866 -0.790645 1.05677 -0.0823729 -0.259504 1.5708 0.17 0 -0.036 0 1.71724 -0.380596 1.26388 0.819364 -1.07175 0 -0.257807 -0.103166 1.04104 -0.754119 0.232214 
0.272706 -0.925217 1.57772 -0.230155 -0.277309 1.5708 0.17 0 -0.036 0 1.57729 -0.382601 1.28032 0.74844 -1.03709 0 -0.277226 -0.330196 1.62182 -0.869277 0.272634 
0.0818291 -0.768196 1.42881 -0.868104 -0.201068 1.5708 0.17 0 -0.036 0 1.80241 -0.0508398 1.58845 1.48193 -1.64186 0 -0.197104 -0.752792 1.2432 -0.697898 0.0779963 
0.0107757 -0.540737 1.38936 -1.04227 -0.0753624 1.5708 0.17 0 -0.036 0 0.323598 0.0590897 -1.68656 0.968423 1.66501 0 -0.0746588 -0.978714 1.29323 -0.508164 0.010093 
0.186554 -0.578044 1.0079 -0.685293 -0.0841277 1.5708 0.17 0 -0.036 0 1.1647 -0.446017 0.366266 0.585339 -0.314578 0 -0.0866248 -0.765259 1.19945 -0.689624 0.188927 
0.13461 -0.87643 1.80433 -0.962833 -0.150916 1.5708 0.17 0 -0.036 0 1.71232 -0.170189 1.54644 1.42935 -1.41593 0 -0.149222 -0.948135 1.78412 -0.870914 0.132917 
0.0630741 -1.136 2.02876 -0.551169 -0.136767 1.5708 0.17 0 -0.036 0 1.72353 -0.0215548 1.61419 1.36622 -1.62354 0 -0.136157 -0.562856 1.9589 -1.05446 0.0625298 
0.0836744 -0.88034 1.87122 -0.992314 -0.178248 1.5708 0.17 0 -0.036 0 1.70684 -0.0443719 1.58654 1.50929 -1.62024 0 -0.168731 -0.928608 1.7538 -0.82663 0.0741577 
0.0329156 -0.799551 1.23772 -0.338849 -0.0895994 1.5708 0.17 0 -0.036 0 1.73507 -0.0261634 1.6008 1.03422 -1.60499 0 -0.0880512 -0.302145 1.14358 -0.742115 0.0313792 
0.0669764 -1.0689 1.68017 -0.0564688 -0.00752122 1.5708 0.17 0 -0.036 0 1.6182 -0.143711 1.41154 0.799711 -1.2977 0 -0.00759038 -0.088231 1.75781 -1.11478 0.0670255 
-0.0109444 -0.959199 1.84714 -1.0016 0.0474663 1.5708 0.17 0 -0.036 0 0.195257 -0.0657601 -1.51878 1.35419 1.49748 0 0.0479376 -1.02771 1.89181 -0.97776 -0.0114104 
